chemsys,auid,compound,spacegroup_relax,pearson,enthalpy_formation_atom,enthalpy_atom,band_gap,neg_formation_energy
Bi-Fe,aflow:3e292cace533e6b9,Bi2Fe4,12,mS12,0.455394,-6.52701,,False
Bi-Fe,aflow:42f3bcade88aca62,Bi3Fe1,225,cF16,0.587703,-4.55392,,False
Bi-Fe,aflow:47ead3789d4e8f13,Bi2Fe2,129,tP4,0.190599,-6.05549,,False
Bi-Fe,aflow:480c0387cb327aa0,Bi2Fe4,12,mS12,0.364464,-6.61794,,False
Bi-Fe,aflow:49b9349e8677930a,Bi6Fe2,63,oS16,0.711673,-4.42995,,False
Bi-Fe,aflow:4a3285306662bc84,Bi1Fe3,123,tP4,0.368969,-6.98159,,False
Bi-Fe,aflow:4b580c9410e5ad9a,Bi1Fe1,221,cP2,0.592922,-5.65317,,False
Bi-Fe,aflow:4b6ce41abda37052,Bi1Fe1,216,cF8,1.09548,-5.15061,,False
Bi-Fe,aflow:4e14e19f08612897,Bi2Fe4,63,oS12,0.452181,-6.53022,,False
Bi-Fe,aflow:4e9973675610cd53,Bi2Fe2,194,hP4,0.639902,-5.60619,,False
Bi-Fe,aflow:4fed6279f4ee8b8d,Bi2Fe2,129,tP4,0.188578,-6.05751,,False
Bi-Fe,aflow:52917a833d1237a9,Bi1Fe2,139,tI6,0.45195,-6.53045,,False
Bi-Fe,aflow:525d191724c71c11,Bi2Fe1,164,hP3,0.475592,-5.03419,,False
Bi-Fe,aflow:563120ebb15c6731,Bi2Fe2,63,oS8,0.202219,-6.04387,,False
Bi-Fe,aflow:58c6fa19cd19a7b8,Bi4Fe4,194,hP8,0.342525,-5.90357,,False
Bi-Fe,aflow:5863e011d0bbf5f6,Bi2Fe4,12,mS12,0.750694,-6.23171,,False
Bi-Fe,aflow:5b0e591b63de2f03,Bi2Fe1,225,cF12,0.426384,-5.0834,,False
Bi-Fe,aflow:5d8c93908c373e37,Bi6Fe6,164,hP12,0.775834,-5.47026,,False
Bi-Fe,aflow:5f375e561ba1a55f,Bi2Fe4,141,tI12,0.612828,-6.36957,,False
Bi-Fe,aflow:60cf8954c6f11410,Bi3Fe1,221,cP4,0.632614,-4.50901,,False
Bi-Fe,aflow:60861291de2629ba,Bi2Fe2,166,hR4,0.570536,-5.67555,,False
Bi-Fe,aflow:63514e4a658313e8,Bi1Fe5,123,tP6,0.299803,-7.41891,,False
Bi-Fe,aflow:654edf8c710206f2,Bi4Fe8,69,oF12,0.879968,-6.10243,,False
Bi-Fe,aflow:65ab6652722f2533,Bi3Fe1,71,oI8,0.409387,-4.73224,,False
Bi-Fe,aflow:665ddfbb30d49e81,Bi1Fe5,216,cF24,0.29086,-7.42785,,False
Bi-Fe,aflow:66a30de37ece83a0,Bi2Fe1,139,tI6,0.27505,-5.23473,,False
Bi-Fe,aflow:665e0bd4e370c2aa,Bi3Fe1,166,hR4,0.622432,-4.51919,,False
Bi-Fe,aflow:66bc83cf1a78e1e6,Bi2Fe6,63,oS16,0.442844,-6.90771,,False
Bi-Fe,aflow:67a96181a4a00273,Bi4Fe2,140,tI12,0.286307,-5.22347,,False
Bi-Fe,aflow:6706079f7b3d1f3b,Bi4Fe2,58,oP6,0.253051,-5.25673,,False
Bi-Fe,aflow:68e09aba36b30c85,Bi4Fe3,191,hP7,0.499069,-5.43146,,False
Bi-Fe,aflow:68b0295e7b03448a,Bi3Fe1,123,tP4,0.329352,-4.81227,,False
Bi-Fe,aflow:6acc799735e4af32,Bi3Fe1,71,oI8,0.406845,-4.73478,,False
Bi-Fe,aflow:6bdf8eb04152232c,Bi2Fe2,129,tP4,0.192627,-6.05346,,False
Bi-Fe,aflow:6df5be05b860097f,Bi2Fe2,63,oS8,0.303869,-5.94222,,False
Bi-Fe,aflow:6e471b2a4e5305b4,Bi4Fe2,58,oP6,0.253051,-5.25673,,False
Bi-Fe,aflow:6ece6398f284e937,Bi2Fe2,166,hR4,0.200303,-6.04579,,False
Bi-Fe,aflow:6fdcb471dcc033ec,Bi4Fe1,87,tI10,0.666653,-4.25408,,False
Bi-Fe,aflow:7097e02b6a4b0fc0,Bi6Fe10,193,hP16,0.793698,-6.00462,,False
Bi-Fe,aflow:71a4e2bbf24a8af4,Bi10Fe8,193,hP18,0.869637,-5.13102,,False
Bi-Fe,aflow:7620b0fe08d614e7,Bi8Fe4,205,cP12,0.37974,-5.13004,,False
Bi-Fe,aflow:78bcbefc39461093,Bi5Fe1,8,mS12,0.214028,-4.55944,,False
Bi-Fe,aflow:798a9b1770b6a974,Bi2Fe1,164,hP3,0.416449,-5.09333,,False
Bi-Fe,aflow:7a040ce74f062867,Bi2Fe1,139,tI6,0.274641,-5.23514,,False
Bi-Fe,aflow:7a1c820ff67ecde4,Bi12Fe4,194,hP16,0.770915,-4.37071,,False
Bi-Fe,aflow:8007704badb56426,Bi1Fe1,123,tP2,0.819252,-5.42684,,False
Bi-Fe,aflow:80b28b4478fc44cc,Bi2Fe2,141,tI8,0.696288,-5.5498,,False
Bi-Fe,aflow:810002a1d4d3ec2d,Bi2Fe1,139,tI6,0.276752,-5.23303,,False
Bi-Fe,aflow:834050e1e91afb89,Bi6Fe2,63,oS16,0.352595,-4.78903,,False
Bi-Fe,aflow:84f2a8e241f605df,Bi3Fe3,8,mS12,0.703734,-5.54236,,False
Bi-Fe,aflow:85f52b3b33bd5689,Bi1Fe4,87,tI10,0.341108,-7.23034,,False
Bi-Fe,aflow:884abb7744e7aaad,Bi4Fe8,205,cP12,1.10766,-5.87474,,False
Bi-Fe,aflow:89295cddea877635,Bi1Fe5,65,oS12,0.269926,-7.44878,,False
Bi-Fe,aflow:89b87d6b11193955,Bi4Fe8,62,oP12,1.22966,-5.75274,,False
Bi-Fe,aflow:8989c699ca196171,Bi2Fe2,63,oS8,0.485313,-5.76078,,False
Bi-Fe,aflow:8badb93d12db406d,Bi4Fe2,12,mS12,0.27294,-5.23684,,False
Bi-Fe,aflow:8c1ee75237cd980f,Bi2Fe4,194,hP6,0.576097,-6.4063,,False
Bi-Fe,aflow:8c78ce005bebe15c,Bi3Fe5,65,oS16,0.584845,-6.21348,,False
Bi-Fe,aflow:8f0228a2c670656c,Bi8Fe4,139,tI6,0.276346,-5.23343,,False
Bi-Fe,aflow:8fe1bde40d6ee9a4,Bi1Fe5,38,oS12,0.353205,-7.3655,,False
Bi-Fe,aflow:912353b33c03bca2,Bi1Fe3,71,oI8,0.410657,-6.9399,,False
Bi-Fe,aflow:9132000a721b5bca,Bi6Fe2,223,cP8,0.691795,-4.44983,,False
Bi-Fe,aflow:927253119d34d162,Bi1Fe3,71,oI8,0.410554,-6.94,,False
Bi-Fe,aflow:97f0eac204326048,Bi4Fe2,227,cF24,1.15119,-4.35859,,False
Bi-Fe,aflow:990afd0eaecde81f,Bi4Fe2,191,hP3,0.784453,-4.72533,,False
Bi-Fe,aflow:99415d5dfdcb1bfa,Bi3Fe1,123,tP4,0.342412,-4.79921,,False
Bi-Fe,aflow:9a4c27aff745a075,Bi5Fe1,38,oS12,0.508539,-4.26493,,False
Bi-Fe,aflow:9b9fb43ce13b85cd,Bi1Fe3,221,cP4,2.03557,-5.31498,,False
Bi-Fe,aflow:9c329b5d6541b946,Bi2Fe2,129,tP4,0.189602,-6.05649,,False
Bi-Fe,aflow:9c318be967ff41c1,Bi4Fe1,139,tI10,0.941203,-3.97953,,False
Bi-Fe,aflow:9d73bc105090a040,Bi1Fe2,139,tI6,0.452462,-6.52994,,False
Bi-Fe,aflow:9e35ee9fc0151077,Bi3Fe1,221,cP4,0.801703,-4.33992,,False
Bi-Fe,aflow:9efe4b686dd86cf7,Bi1Fe2,191,hP3,0.564407,-6.41799,,False
Bi-Fe,aflow:a0ab2ac86c927040,Bi4Fe2,194,hP6,0.62119,-4.88859,,False
Bi-Fe,aflow:a1dc02b9cdc6e038,Bi4Fe2,12,mS12,0.396469,-5.11331,,False
Bi-Fe,aflow:a2c44df41f2e9b56,Bi2Fe1,123,tP3,0.464231,-5.04555,,False
Bi-Fe,aflow:a23054ed40cf1d37,Bi18Fe6,194,hP24,0.907251,-4.23437,,False
Bi-Fe,aflow:a5f3a1ee5924ae15,Bi3Fe1,166,hR4,0.362863,-4.77876,,False
Bi-Fe,aflow:a790bf02e9635adb,Bi2Fe2,12,mS8,0.283487,-5.9626,,False
Bi-Fe,aflow:a794a08f2ae89518,Bi2Fe4,194,hP6,0.576096,-6.4063,,False
Bi-Fe,aflow:ab742b272e25c5cb,Bi3Fe1,123,tP4,0.283857,-4.85777,,False
Bi-Fe,aflow:ace3b3e74b0e846a,Bi10Fe6,193,hP16,0.756091,-4.93777,,False
Bi-Fe,aflow:ad99c75cd8d32467,Bi4Fe2,63,oS12,0.749805,-4.75997,,False
Bi-Fe,aflow:ae6b04dfd119d60b,Bi2Fe4,194,hP6,0.500881,-6.48152,,False
Bi-Fe,aflow:b0b71bd668e1e4d3,Bi1Fe3,221,cP4,0.418407,-6.93215,,False
Bi-Fe,aflow:b050d6e5801caaae,Bi1Fe3,225,cF16,0.41537,-6.93518,,False
Bi-Fe,aflow:b10aeec78415e5fb,Bi3Fe1,187,hP4,0.351268,-4.79036,,False
Bi-Fe,aflow:b1fcda0c7bb3d76d,Bi2Fe1,139,tI6,0.274639,-5.23514,,False
Bi-Fe,aflow:b4d710f47d3b99f7,Bi1Fe5,191,hP6,0.340738,-7.37797,,False
Bi-Fe,aflow:b548a46471b6a74d,Bi4Fe2,12,mS12,0.438004,-5.07178,,False
Bi-Fe,aflow:b97cb6bc94b1b598,Bi2Fe4,141,tI12,0.612947,-6.36945,,False
Bi-Fe,aflow:b964603551aa470b,Bi1Fe1,221,cP2,0.590941,-5.65515,,False
Bi-Fe,aflow:ba3dcbb62ae92c62,Bi3Fe1,139,tI8,0.802681,-4.33894,,False
Bi-Fe,aflow:bb68a6737e7e94bf,Bi3Fe1,10,mP4,0.339975,-4.80165,,False
Bi-Fe,aflow:bc8488adba423f95,Bi2Fe4,63,oS12,0.384152,-6.59825,,False
Bi-Fe,aflow:bdb59d0554e29850,Bi8Fe4,62,oP12,0.47632,-5.03346,,False
Bi-Fe,aflow:be0dc9425ead2573,Bi4Fe2,12,mS12,0.22469,-5.28509,,False
Bi-Fe,aflow:be24172abb40703c,Bi1Fe2,139,tI6,0.451771,-6.53063,,False
Bi-Fe,aflow:c0f5f85c42f08a98,Bi1Fe1,187,hP2,0.585649,-5.66044,,False
Bi-Fe,aflow:c13a7f3a23c9fbd5,Bi2Fe1,139,tI6,0.27651,-5.23327,,False
Bi-Fe,aflow:c20af458313fbcdf,Bi4Fe2,140,tI12,0.28814,-5.22164,,False
Bi-Fe,aflow:c384cd87f7ff870b,Bi1Fe3,123,tP4,0.372413,-6.97814,,False
Bi-Fe,aflow:c5ada75a8ddf69aa,Bi4Fe2,63,oS12,0.500148,-5.00963,,False
Bi-Fe,aflow:c71c4033e322f0fa,Bi1Fe2,164,hP3,0.54397,-6.43843,,False
Bi-Fe,aflow:c8bf21984f0a73bc,Bi2Fe3,166,hR5,0.694218,-5.99366,,False
Bi-Fe,aflow:c9adafa6e6e39b0b,Bi2Fe2,74,oI8,0.606824,-5.63927,,False
Bi-Fe,aflow:ca208d77858f162c,Bi4Fe2,63,oS12,0.35406,-5.15572,,False
Bi-Fe,aflow:cb4356b4fa4a1edd,Bi3Fe1,65,oS8,0.33164,-4.80999,,False
Bi-Fe,aflow:cbda00cff958caa0,Bi3Fe6,189,hP9,0.585598,-6.3968,,False
Bi-Fe,aflow:cd673fd11b8934b4,Bi2Fe1,139,tI6,0.274795,-5.23498,,False
Bi-Fe,aflow:d0f9e64afdb33c6f,Bi2Fe2,227,cF16,0.824897,-5.42119,,False
Bi-Fe,aflow:d1a4232b313cb167,Bi2Fe4,227,cF24,0.530395,-6.45201,,False
Bi-Fe,aflow:d259fc18e9c403dd,Bi8Fe16,227,cF96,0.819291,-6.16311,,False
Bi-Fe,aflow:d209f65a53aa6ffd,Bi1Fe3,187,hP4,0.614503,-6.73605,,False
Bi-Fe,aflow:d3b279c534aeed21,Bi2Fe2,63,oS8,0.303262,-5.94283,,False
Bi-Fe,aflow:d4a3f60bb7185b18,Bi2Fe2,67,oS8,0.196818,-6.04927,,False
Bi-Fe,aflow:d6ca724d38f7dd2f,Bi3Fe1,25,oP4,0.432309,-4.70932,,False
Bi-Fe,aflow:d7863c8168a7e0c5,Bi2Fe4,58,oP6,0.678273,-6.30413,,False
Bi-Fe,aflow:d895dfea50b553bb,Bi1Fe2,139,tI6,0.451686,-6.53071,,False
Bi-Fe,aflow:d97716d2b1eb632d,Bi1Fe3,166,hR4,0.609242,-6.74131,,False
Bi-Fe,aflow:d9ac81753f9cf1e0,Bi1Fe2,164,hP3,0.543854,-6.43855,,False
Bi-Fe,aflow:d981a0680534ac42,Bi8Fe4,69,oF12,0.295906,-5.21387,,False
Bi-Fe,aflow:da9e22d7f5afb79e,Bi1Fe5,12,mS12,0.276649,-7.44206,,False
Bi-Fe,aflow:dabdd23c20523f06,Bi1Fe7,225,cF32,0.367046,-7.53574,,False
Bi-Fe,aflow:dc2fd1a23e1934ba,Bi6Fe6,166,hR4,0.200215,-6.04588,,False
Bi-Fe,aflow:dddf234625735edd,Bi1Fe3,221,cP4,0.414508,-6.93605,,False
Bi-Fe,aflow:e02e5ccf16f3fa74,Bi1Fe3,123,tP4,0.371893,-6.97866,,False
Bi-Fe,aflow:e016795a191ace76,Bi2Fe4,140,tI12,0.521908,-6.46049,,False
Bi-Fe,aflow:e3318f019086c0cc,Bi2Fe2,63,oS8,0.303598,-5.94249,,False
Bi-Fe,aflow:e3e6203b79c5ccfe,Bi1Fe3,71,oI8,0.410757,-6.9398,,False
Bi-Fe,aflow:e4f6a34e8a8c68b5,Bi2Fe2,166,hR4,0.418245,-5.82785,,False
Bi-Fe,aflow:e51238fba7709c32,Bi4Fe2,8,mS12,0.763567,-4.74621,,False
Bi-Fe,aflow:e561532ab636f47a,Bi5Fe3,65,oS16,0.622189,-5.07167,,False
Bi-Fe,aflow:e5e14a7b3027f384,Bi12Fe4,62,oP16,0.447662,-4.69396,,False
Bi-Fe,aflow:e6f5aa0adb97722f,Bi1Fe2,123,tP3,0.54401,-6.43839,,False
Bi-Fe,aflow:e7343fdc892afde4,Bi8Fe4,194,hP12,1.44146,-4.06832,,False
Bi-Fe,aflow:e810e877718815f9,Bi3Fe3,8,mS12,0.346018,-5.90007,,False
Bi-Fe,aflow:e87849408d30ecac,Bi1Fe3,123,tP4,0.372982,-6.97757,,False
Bi-Fe,aflow:e9dc8612e841b815,Bi2Fe3,164,hP5,0.795071,-5.8928,,False
Bi-Fe,aflow:ef39430fb33e8cf7,Bi3Fe1,44,oI8,0.294192,-4.84743,,False
Bi-Fe,aflow:f0f02b8f89e8cc3b,Bi2Fe1,164,hP3,0.415928,-5.09385,,False
Bi-Fe,aflow:f3cd495dadcb110c,Bi2Fe2,164,hP4,0.391287,-5.8548,,False
Bi-Fe,aflow:f4c503dd2b8691ea,Bi2Fe6,223,cP8,0.387151,-6.9634,,False
Bi-Fe,aflow:f45b2c0f3778eb35,Bi1Fe2,139,tI6,0.452597,-6.5298,,False
Bi-Fe,aflow:f581f03a52260bcb,Bi6Fe2,139,tI16,0.930363,-4.21126,,False
Bi-Fe,aflow:f546adfa558ea772,Bi5Fe1,123,tP6,0.28213,-4.49134,,False
Bi-Fe,aflow:f8e0c7c116b964e5,Bi4Fe4,194,hP8,1.16657,-5.07951,,False
Bi-Fe,aflow:fbc128df2ba43410,Bi4Fe6,43,oF40,1.23624,-5.45163,,False
Bi-Fe,aflow:fb5106061e9cdcb1,Bi5Fe1,216,cF24,0.720221,-4.05325,,False
Bi-Fe,aflow:fdb1ea2ca2fba980,Bi1Fe3,123,tP4,0.369318,-6.98124,,False
Bi-Fe,aflow:fdca1cab44d5f1b3,Bi3Fe2,166,hR5,0.43782,-5.36648,,False
Bi-Ni,aflow:016ff64eaea43a4d,Bi2Ni1,191,hP3,0.667428,-3.94996,,False
Bi-Ni,aflow:016b5302a412a9af,Bi2Ni2,63,oS8,0.041147,-4.86635,,False
Bi-Ni,aflow:0185f12c6ca3ac54,Bi2Ni4,63,oS12,0.303913,-4.89369,,False
Bi-Ni,aflow:01c937428b228d27,Bi2Ni2,129,tP4,0.0683315,-4.83916,,False
Bi-Ni,aflow:033212ac377ddbc5,Bi1Ni3,221,cP4,0.151761,-5.1909,,False
Bi-Ni,aflow:04eb6bb2dfc5338f,Bi1Ni2,164,hP3,0.263346,-4.93426,,False
Bi-Ni,aflow:044a68496bbb25f2,Bi5Ni3,65,oS16,0.313999,-4.37591,,False
Bi-Ni,aflow:0506ded459657c47,Bi3Ni2,166,hR5,0.108108,-4.62532,,False
Bi-Ni,aflow:06f39ec502a6827e,Bi2Ni4,63,oS12,0.205321,-4.99229,,False
Bi-Ni,aflow:070a6931c970dad5,Bi1Ni3,139,tI8,0.161665,-5.181,,False
Bi-Ni,aflow:07f303d9eba2dcb3,Bi4Ni2,140,tI12,0.0828782,-4.53451,,False
Bi-Ni,aflow:086c728422d369f3,Bi4Ni12,194,hP16,0.137781,-5.20488,,False
Bi-Ni,aflow:08821abf95c3f885,Bi2Ni2,59,oP4,0.200167,-4.70733,,False
Bi-Ni,aflow:09d7cb63e831ae2b,Bi8Ni10,193,hP18,0.334425,-4.66977,,False
Bi-Ni,aflow:09dc6e4d2b816f5b,Bi2Ni4,140,tI12,0.187899,-5.00971,,False
Bi-Ni,aflow:09b57417dc8e8f52,Bi3Ni3,8,mS12,0.20531,-4.70219,,False
Bi-Ni,aflow:098620e747554e1a,Bi8Ni4,194,hP12,0.764355,-3.85303,,False
Bi-Ni,aflow:0a7a302f165e149e,Bi1Ni5,189,hP6,0.121823,-5.3659,,False
Bi-Ni,aflow:0aa23428f48414d2,Bi3Ni1,44,oI8,0.0855825,-4.38675,,False
Bi-Ni,aflow:0ab2368e569aeabc,Bi2Ni4,194,hP6,0.195563,-5.00204,,False
Bi-Ni,aflow:0bcb02c1b7a62639,Bi4Ni16,217,cI40,0.38881,-5.04089,,False
Bi-Ni,aflow:0bf2c6c7d229ad71,Bi1Ni1,216,cF8,0.412251,-4.49524,,False
Bi-Ni,aflow:0bfd5702c733efc9,Bi2Ni2,194,hP4,,-2.82305,0.0,False
Bi-Ni,aflow:0c9217a772b57553,Bi1Ni1,225,cF8,0.199624,-4.70787,,False
Bi-Ni,aflow:0c276a6d09855d09,Bi2Ni2,129,tP4,0.0835782,-4.82392,,False
Bi-Ni,aflow:0c95fdddbf1554b5,Bi2Ni2,74,oI8,0.108547,-4.79895,,False
Bi-Ni,aflow:0cd1b6120d6a5f40,Bi4Ni2,12,mS12,0.063951,-4.55343,,False
Bi-Ni,aflow:0c78f38602db31d1,Bi2Ni1,139,tI6,0.05598,-4.5614,,False
Bi-Ni,aflow:0d0f651e3d925bd3,Bi3Ni1,10,mP4,0.109461,-4.36287,,False
Bi-Ni,aflow:0d647f7afe25a566,Bi2Ni1,164,hP3,0.00165433,-4.61573,,False
Bi-Ni,aflow:0ec0cab6b0d2f66d,Bi5Ni1,65,oS12,0.318743,-4.00853,,False
Bi-Ni,aflow:0ff8904496bb2644,Bi3Ni5,65,oS16,0.252493,-4.87259,,False
Bi-Ni,aflow:114f96b6d9c48b9e,Bi1Ni3,166,hR4,0.228521,-5.11414,,False
Bi-Ni,aflow:11fbd086b10409d8,Bi1Ni5,12,mS12,0.119402,-5.36832,,False
Bi-Ni,aflow:12e9964546777914,Bi5Ni4,139,tI18,0.487742,-4.32305,,False
Bi-Ni,aflow:12065c26630249ab,Bi2Ni2,129,tP4,0.0696462,-4.83785,,False
Bi-Ni,aflow:18bcf2193db17ba0,Bi4Ni2,63,oS12,0.268803,-4.34858,,False
Bi-Ni,aflow:1a58cf54441e7a0d,Bi6Ni2,223,cP8,0.506146,-3.96618,,False
Bi-Ni,aflow:1cafb723021a8ea7,Bi5Ni1,216,cF24,0.692951,-3.63432,,False
Bi-Ni,aflow:1f2274bf519da3b2,Bi6Ni2,139,tI16,0.43829,-4.03404,,False
Bi-Ni,aflow:1f5ce23f22aec4a1,Bi2Ni3,164,hP5,0.03241,-5.04915,,False
Bi-Ni,aflow:2542a22dd9a45cd7,Bi2Ni4,12,mS12,0.183853,-5.01375,,False
Bi-Ni,aflow:26838e17721fe9f0,Bi1Ni8,139,tI18,0.105223,-5.4792,,False
Bi-Ni,aflow:2755184454b1dfc3,Bi4Ni8,69,oF12,0.204466,-4.99314,,False
Bi-Ni,aflow:28efcc71aa9b99ea,Bi2Ni1,139,tI6,0.0571507,-4.56023,,False
Bi-Ni,aflow:2953eda8a2ef8b2a,Bi8Ni1,139,tI18,0.267531,-3.96304,,False
Bi-Ni,aflow:293e17fe58756a3d,Bi4Ni8,69,oF12,0.218928,-4.97868,,False
Bi-Ni,aflow:2a006f06f9cd4065,Bi3Ni1,123,tP4,0.106459,-4.36587,,False
Bi-Ni,aflow:2cff9c37029820b4,Bi3Ni1,123,tP4,0.105651,-4.36668,,False
Bi-Ni,aflow:2ee6dfd573db2603,Bi2Ni1,139,tI6,0.0560097,-4.56137,,False
Bi-Ni,aflow:3030feb39d01eb0d,Bi3Ni1,166,hR4,0.500516,-3.97181,,False
Bi-Ni,aflow:33fb1bfe98803ad7,Bi1Ni1,221,cP2,0.236442,-4.67105,,False
Bi-Ni,aflow:3446fb8e547874a2,Bi3Ni1,225,cF16,0.440673,-4.03165,,False
Bi-Ni,aflow:35dfdd53aca327be,Bi5Ni24,217,cI58,0.224087,-5.25363,,False
Bi-Ni,aflow:36931610cfdc79f1,Bi1Ni5,191,hP6,0.161049,-5.32667,,False
Bi-Ni,aflow:37b9a1cf3adaeb07,Bi10Ni6,140,tI32,0.228203,-4.46171,,False
Bi-Ni,aflow:3719b77145218cb4,Bi4Ni8,194,hP12,0.235311,-4.9623,,False
Bi-Ni,aflow:3833f04d85303a9a,Bi1Ni5,216,cF24,0.198487,-5.28923,,False
Bi-Ni,aflow:384dcfcc1a054544,Bi3Ni1,65,oS8,0.421977,-4.05035,,False
Bi-Ni,aflow:392f73766a7d701b,Bi2Ni2,12,mS8,0.0220105,-4.88548,,False
Bi-Ni,aflow:3be1c94b6a4dde42,Bi4Ni2,12,mS12,0.0527712,-4.56461,,False
Bi-Ni,aflow:3be1347f3dc4a5e9,Bi12Ni4,194,hP16,0.425676,-4.04665,,False
Bi-Ni,aflow:3b159bd964b60cd7,Bi3Ni1,71,oI8,0.109455,-4.36287,,False
Bi-Ni,aflow:3dbcf4e9371eff06,Bi4Ni2,12,mS12,0.0718018,-4.54558,,False
Bi-Ni,aflow:3f393566757247a9,Bi2Ni2,63,oS8,0.0415707,-4.86592,,False
Bi-Ni,aflow:424d11f63e5cf9b1,Bi2Ni2,194,hP4,-0.029488,-4.93698,,True
Bi-Ni,aflow:42bdcbca1da43c0e,Bi8Ni4,69,oF12,0.0670967,-4.55029,,False
Bi-Ni,aflow:427799214a0609cc,Bi8Ni16,194,hP24,0.26636,-4.93125,,False
Bi-Ni,aflow:4695b3454c3d8989,Bi4Ni1,139,tI10,0.641489,-3.74381,,False
Bi-Ni,aflow:47f2261c407fa876,Bi1Ni2,164,hP3,0.259831,-4.93778,,False
Bi-Ni,aflow:4761e1125ce071e0,Bi2Ni2,129,tP4,0.0676217,-4.83987,,False
Bi-Ni,aflow:49334449d0014e9c,Bi4Ni2,227,cF24,1.06819,-3.54919,,False
Bi-Ni,aflow:49304c9bfcc9e91a,Bi5Ni1,189,hP6,0.168151,-4.15912,,False
Bi-Ni,aflow:4c2b3847b5762631,Bi1Ni1,225,cF8,0.198944,-4.70855,,False
Bi-Ni,aflow:4cd3c2880a0e295a,Bi2Ni1,164,hP3,0.0126787,-4.6047,,False
Bi-Ni,aflow:4d2383850dd34abb,Bi16Ni4,197,cI40,0.304732,-4.08056,,False
Bi-Ni,aflow:4fc9e87fa9a92660,Bi5Ni1,123,tP6,0.12454,-4.20273,,False
Bi-Ni,aflow:5265ee1ddff06628,Bi3Ni6,189,hP9,0.302528,-4.89508,,False
Bi-Ni,aflow:5396d4f9cffd0618,Bi12Ni4,62,oP16,-0.0363678,-4.5087,,True
Bi-Ni,aflow:53fb95610134b2e9,Bi4Ni5,139,tI18,0.214855,-4.78934,,False
Bi-Ni,aflow:563571aa6628837c,Bi2Ni6,194,hP8,0.134498,-5.20816,,False
Bi-Ni,aflow:576d81ad0d904763,Bi2Ni2,164,hP4,0.169656,-4.73784,,False
Bi-Ni,aflow:574921a963db84ed,Bi2Ni2,63,oS8,0.0440353,-4.86346,,False
Bi-Ni,aflow:58bd306e59843fc9,Bi2Ni1,139,tI6,0.0586423,-4.55874,,False
Bi-Ni,aflow:59ad4abd093ab6b0,Bi2Ni1,139,tI6,0.0559253,-4.56146,,False
Bi-Ni,aflow:5afe074ccd4060f0,Bi3Ni4,191,hP7,0.755907,-4.27592,,False
Bi-Ni,aflow:5abc36e22b1dee2f,Bi2Ni6,59,oP8,0.127698,-5.21496,,False
Bi-Ni,aflow:5f6a27d603a40433,Bi4Ni4,194,hP8,0.0481321,-4.85936,,False
Bi-Ni,aflow:61eccd6527a31c2d,Bi10Ni6,193,hP16,0.226897,-4.46301,,False
Bi-Ni,aflow:660dd089284120e0,Bi1Ni2,225,cF12,0.351658,-4.84595,,False
Bi-Ni,aflow:67e486d0b067261c,Bi1Ni2,139,tI6,0.20112,-4.99649,,False
Bi-Ni,aflow:67b97fa9a6fe941d,Bi6Ni6,164,hP12,0.0745007,-4.83299,,False
Bi-Ni,aflow:6845970eea96c4b2,Bi2Ni2,166,hR4,0.0384865,-4.86901,,False
Bi-Ni,aflow:699fc9a17a03e9c4,Bi3Ni1,71,oI8,0.109224,-4.3631,,False
Bi-Ni,aflow:6b126f74376e6f97,Bi5Ni1,8,mS12,0.149946,-4.17733,,False
Bi-Ni,aflow:6c730c0474f2f68f,Bi12Ni4,62,oP16,0.0641569,-4.40817,,False
Bi-Ni,aflow:6cf1db64c97cc4a4,Bi1Ni3,123,tP4,0.263513,-5.07915,,False
Bi-Ni,aflow:6eef38dc263bf532,Bi1Ni3,225,cF16,0.183893,-5.15877,,False
Bi-Ni,aflow:6f46f689327197ec,Bi2Ni2,194,hP4,0.264018,-4.64348,,False
Bi-Ni,aflow:70ba273b5a622880,Bi3Ni1,123,tP4,0.104185,-4.36814,,False
Bi-Ni,aflow:7165c7972e11b14a,Bi4Ni1,229,cI10,0.14875,-4.23654,,False
Bi-Ni,aflow:71861b2e14485ddf,Bi2Ni2,51,oP4,0.104387,-4.80311,,False
Bi-Ni,aflow:72496f6a710d07be,Bi1Ni3,221,cP4,0.151714,-5.19095,,False
Bi-Ni,aflow:7267f19476304374,Bi3Ni1,221,cP4,0.419221,-4.05311,,False
Bi-Ni,aflow:74825927e8bcadab,Bi1Ni2,164,hP3,0.258435,-4.93917,,False
Bi-Ni,aflow:750a3a1ffdf40952,Bi18Ni6,194,hP24,0.409669,-4.06266,,False
Bi-Ni,aflow:754d49697f752ec2,Bi4Ni2,194,hP6,0.363428,-4.25396,,False
Bi-Ni,aflow:755906e4e95ff51c,Bi1Ni3,139,tI8,0.162036,-5.18063,,False
Bi-Ni,aflow:76af1863157853fd,Bi2Ni2,63,oS8,0.041851,-4.86564,,False
Bi-Ni,aflow:77391ec3d99da2ce,Bi1Ni4,87,tI10,0.141121,-5.28857,,False
Bi-Ni,aflow:78ee6f92b5a5543b,Bi1Ni3,221,cP4,1.55212,-3.79055,,False
Bi-Ni,aflow:7a4672f504bdd116,Bi10Ni8,193,hP18,0.285931,-4.52486,,False
Bi-Ni,aflow:7b47708b386943b0,Bi8Ni4,205,cP12,0.0252097,-4.59217,,False
